DATE      OPEN      HIGH            LOW
20220906, 4062.0, 4073.0, 4013.0
20220907, 4033.75, 4118.5, 4031.5
20220908, 4084.0, 4142.0, 4070.75
20220909, 4160.25, 4209.75, 4157.25
20220912, 4222.5, 4253.5, 4219.0
20220913, 4149.75, 4163.25, 4047.25
20220914, 4073.0, 4091.0, 4037.25
20220915, 4055.5, 4087.0, 4012.75
20220916, 3980.75, 4011.25, 3959.25
20220919, 3960.0, 4035.25, 3959.75
20220920, 3989.75, 4000.75, 3949.25
20220921, 4000.75, 4033.25, 3896.25
20220922, 3900.25, 3911.75, 3867.0
20220923, 3837.75, 3838.0, 3761.25
20220926, 3794.0, 3833.5, 3758.5
20220927, 3810.5, 3835.25, 3735.5
20220928, 3771.75, 3854.75, 3753.25
20220929, 3796.25, 3799.75, 3722.25
20220930, 3744.25, 3785.75, 3694.75
20221003, 3736.0, 3814.0, 3716.75
20221004, 3852.75, 3914.0, 3851.0
20221005, 3862.75, 3925.25, 3837.25
20221006, 3884.75, 3916.75, 3853.25
20221007, 3816.25, 3820.0, 3732.5
20221010, 3764.0, 3766.5, 3698.0
20221011, 3704.25, 3754.0, 3677.75
20221012, 3703.5, 3720.5, 3684.25
20221013, 3610.25, 3799.75, 3598.5
20221014, 3810.0, 3827.5, 3690.25
20221017, 3763.5, 3804.75, 3762.5
20221018, 3877.75, 3881.5, 3799.25
20221019, 3814.5, 3844.0, 3778.5
20221020, 3802.5, 3851.0, 3766.75
20221021, 3772.75, 3878.5, 3756.25
20221024, 3883.75, 3927.5, 3855.25
20221025, 3913.5, 3981.0, 3912.75
20221026, 3943.0, 4005.0, 3939.75
20221027, 3957.0, 3977.5, 3861.0
20221028, 3923.75, 4032.5, 3921.5
20221031, 3991.5, 4012.25, 3979.25
20221101, 4030.0, 4032.75, 3958.75
20221102, 3965.0, 4015.0, 3864.0
20221103, 3835.0, 3862.25, 3806.5
20221104, 3890.75, 3910.75, 3818.25
20221107, 3897.5, 3927.25, 3875.25
20221108, 3932.5, 3973.75, 3897.25
20221109, 3918.5, 3931.25, 3853.5
20221110, 4001.75, 4083.0, 3977.5
20221111, 4080.5, 4120.25, 4057.0
20221114, 4091.5, 4128.25, 4073.5
20221115, 4137.75, 4150.25, 4069.25
20221116, 4093.0, 4103.0, 4071.25
20221117, 4025.0, 4071.75, 4021.75
20221118, 4100.25, 4101.5, 4051.25
20221121, 4067.75, 4079.75, 4048.5
20221122, 4087.0, 4123.75, 4072.0
20221123, 4116.25, 4151.0, 4114.0
20221125, 4139.25, 4151.0, 4136.25
20221128, 4110.5, 4128.5, 4069.5
20221129, 4078.5, 4091.75, 4050.25
20221130, 4072.0, 4206.5, 4051.5
20221201, 4208.0, 4223.25, 4166.0
20221202, 4139.25, 4198.5, 4138.75
20221205, 4157.25, 4167.25, 4097.5
20221206, 4110.0, 4116.0, 4029.75
20221207, 4042.25, 4070.75, 4032.5
20221208, 4064.25, 4087.0, 4046.25
20221209, 4061.25, 4089.5, 4038.5
20221212, 4053.0, 4105.0, 4045.5
20221213, 4219.5, 4220.5, 4104.0
20221214, 4127.5, 4173.75, 4072.25
20221215, 4050.25, 4059.75, 3981.25
20221216, 3971.5, 3986.0, 3927.5
20221219, 3952.75, 3956.25, 3898.75
20221220, 3908.25, 3938.75, 3893.5
20221221, 3949.25, 3992.0, 3943.0
20221222, 3945.0, 3948.0, 3859.25
20221223, 3909.75, 3945.0, 3892.75
20221227, 3942.25, 3945.5, 3909.0
20221228, 3926.5, 3947.5, 3875.75
20221229, 3906.5, 3955.5, 3900.75
20221230, 3916.0, 3941.25, 3893.0
20230103, 3953.75, 3974.5, 3885.75
20230104, 3941.5, 3969.5, 3908.25
20230105, 3924.5, 3926.75, 3893.75
20230106, 3933.75, 4002.25, 3900.75
20230109, 4013.25, 4047.5, 3983.0
20230110, 3980.75, 4017.5, 3970.25
20230111, 4031.5, 4067.0, 4022.5
20230112, 4074.5, 4093.75, 4031.25
20230113, 4042.5, 4099.5, 4040.0
20230117, 4093.25, 4110.75, 4077.75
20230118, 4097.25, 4109.25, 4017.5
20230119, 3996.75, 4014.0, 3974.75
20230120, 4003.5, 4065.0, 3985.5
20230123, 4071.25, 4132.5, 4060.75
20230124, 4093.25, 4123.0, 4080.25
20230125, 4062.0, 4115.0, 4037.5
20230126, 4135.0, 4153.25, 4102.75
20230127, 4139.5, 4186.25, 4137.5
20230130, 4130.5, 4154.25, 4105.0
20230131, 4112.5, 4167.75, 4108.75
20230201, 4154.25, 4241.25, 4124.25
20230202, 4251.75, 4287.25, 4231.0
20230203, 4218.25, 4272.5, 4212.5
20230206, 4198.5, 4214.0, 4180.75
20230207, 4187.75, 4266.5, 4175.0
20230208, 4231.5, 4246.0, 4198.5
20230209, 4243.25, 4244.75, 4154.75
20230210, 4154.5, 4181.0, 4146.0
20230213, 4183.75, 4228.5, 4178.25
20230214, 4208.75, 4248.0, 4180.5
20230215, 4199.0, 4239.75, 4190.0
20230216, 4180.5, 4223.0, 4171.5
20230217, 4152.25, 4167.0, 4131.5
20230221, 4121.0, 4133.0, 4077.25
20230222, 4084.0, 4101.75, 4058.0
20230223, 4103.75, 4110.0, 4048.75
20230224, 4039.5, 4058.5, 4021.0
20230227, 4085.0, 4099.75, 4053.0
20230228, 4057.25, 4078.5, 4039.25
20230301, 4038.25, 4051.0, 4016.75
20230302, 4008.5, 4070.0, 4004.5
20230303, 4080.25, 4129.5, 4072.75
20230306, 4134.0, 4159.0, 4123.75
20230307, 4126.75, 4129.75, 4057.0
20230308, 4065.0, 4078.5, 4045.0
20230309, 4077.75, 4095.0, 3982.5
20230310, 3987.25, 4008.75, 3918.25
20230313, 3892.75, 3980.25, 3881.25
20230314, 3982.0, 4012.0, 3945.5
20230315, 3931.0, 3972.5, 3909.75
20230316, 3941.75, 4041.5, 3935.25
20230317, 4023.0, 4034.0, 3972.25
20230320, 3995.75, 4030.75, 3988.0
20230321, 4062.0, 4085.5, 4045.25
20230322, 4077.75, 4116.5, 4007.25
20230323, 4038.25, 4081.5, 3989.5
20230324, 4004.0, 4052.75, 3978.25
20230327, 4067.75, 4076.5, 4041.5
20230328, 4044.0, 4051.25, 4022.25
20230329, 4086.75, 4103.75, 4074.0
20230330, 4127.5, 4130.25, 4103.5
20230331, 4132.75, 4185.5, 4131.0
20230403, 4175.25, 4201.0, 4170.75
20230404, 4203.5, 4206.5, 4158.0
20230405, 4162.5, 4171.0, 4141.75
20230406, 4150.5, 4178.25, 4139.0
20230410, 4148.25, 4184.25, 4141.5
20230411, 4185.5, 4195.0, 4171.75
20230412, 4201.5, 4204.25, 4156.25
20230413, 4173.5, 4220.5, 4167.5
20230414, 4209.5, 4232.75, 4181.0
20230417, 4204.25, 4224.0, 4191.0
20230418, 4237.25, 4238.5, 4207.75
20230419, 4201.5, 4231.0, 4201.0
20230420, 4189.75, 4215.25, 4179.75
20230421, 4199.0, 4204.25, 4178.25
20230424, 4196.75, 4208.25, 4182.0
20230425, 4181.25, 4187.25, 4133.0
20230426, 4141.5, 4152.75, 4108.25
20230427, 4142.75, 4211.25, 4140.0
20230428, 4187.75, 4237.5, 4186.75
20230501, 4227.75, 4250.0, 4222.0
20230502, 4220.5, 4220.75, 4148.25
20230503, 4184.25, 4210.25, 4137.25
20230504, 4137.75, 4141.0, 4104.5
20230505, 4157.25, 4206.5, 4154.25
20230508, 4198.0, 4200.75, 4180.5
20230509, 4178.5, 4188.5, 4174.0
20230510, 4206.25, 4213.0, 4155.0
20230511, 4184.5, 4189.75, 4164.5
20230512, 4199.25, 4202.75, 4153.5
20230515, 4186.25, 4198.5, 4166.0
20230516, 4182.0, 4192.0, 4162.75
20230517, 4186.5, 4222.5, 4168.75
20230518, 4210.25, 4259.25, 4208.0
20230519, 4263.75, 4269.75, 4235.0
20230522, 4248.25, 4265.75, 4234.5
20230523, 4231.25, 4242.5, 4196.25
20230524, 4183.0, 4194.25, 4156.75
20230525, 4204.0, 4219.25, 4180.5
20230526, 4209.75, 4265.25, 4208.75
20230530, 4277.0, 4282.75, 4243.75
20230531, 4238.5, 4248.0, 4216.5
20230601, 4234.5, 4283.75, 4221.5
20230602, 4299.25, 4342.5, 4293.5
20230605, 4336.5, 4350.5, 4317.5
20230606, 4320.0, 4339.5, 4313.0
20230607, 4337.5, 4349.5, 4313.75
20230608, 4317.25, 4347.25, 4309.0
20230609, 4350.25, 4370.75, 4339.0
20230612, 4359.25, 4391.75, 4351.25
20230613, 4402.75, 4423.5, 4396.0
20230614, 4418.75, 4439.5, 4384.0
20230615, 4408.5, 4485.5, 4406.75
20230616, 4492.25, 4493.5, 4451.0
20230620, 4434.75, 4444.75, 4410.5
20230621, 4422.25, 4430.5, 4403.0
20230622, 4398.0, 4427.0, 4393.75
20230623, 4386.0, 4408.0, 4381.75
20230626, 4383.0, 4403.25, 4368.5
20230627, 4379.25, 4424.75, 4374.5
20230628, 4406.0, 4430.25, 4399.25
20230629, 4413.75, 4438.0, 4409.75
20230630, 4468.25, 4498.25, 4465.25
20230703, 4482.75, 4494.0, 4479.5
20230705, 4471.25, 4491.0, 4471.0
20230706, 4443.75, 4450.75, 4419.25
20230707, 4434.75, 4476.0, 4431.75
20230710, 4430.0, 4448.25, 4423.75
20230711, 4453.0, 4478.5, 4442.0
20230712, 4512.5, 4523.5, 4496.75
20230713, 4525.75, 4551.5, 4521.5
20230714, 4551.25, 4560.5, 4531.0
20230717, 4536.5, 4565.75, 4536.25
20230718, 4550.0, 4594.75, 4545.25
20230719, 4595.0, 4609.5, 4588.5
20230720, 4584.25, 4594.75, 4557.0
20230721, 4581.75, 4584.0, 4562.25
20230724, 4575.25, 4592.5, 4568.75
20230725, 4579.75, 4608.75, 4579.5
20230726, 4585.25, 4611.5, 4573.5
20230727, 4629.25, 4633.5, 4553.75
20230728, 4596.75, 4616.5, 4588.75
20230731, 4611.25, 4619.25, 4597.75
20230801, 4599.25, 4609.25, 4590.5
20230802, 4567.75, 4570.5, 4527.75
20230803, 4513.0, 4543.75, 4505.75
20230804, 4538.75, 4560.75, 4493.25
20230807, 4518.25, 4541.75, 4510.5
20230808, 4510.75, 4522.25, 4482.0
20230809, 4519.75, 4521.5, 4478.25
20230810, 4508.75, 4545.0, 4473.5
20230811, 4465.25, 4493.0, 4458.75
20230814, 4472.5, 4507.75, 4468.0
20230815, 4487.0, 4491.25, 4447.0
20230816, 4448.25, 4465.5, 4417.0
20230817, 4433.25, 4436.0, 4377.75
20230818, 4353.5, 4396.0, 4350.0
20230821, 4395.0, 4420.75, 4372.0
20230822, 4431.0, 4431.25, 4393.75
20230823, 4410.5, 4476.0, 4409.0
20230824, 4463.25, 4468.75, 4378.5
20230825, 4402.0, 4429.0, 4365.25
20230828, 4437.5, 4449.5, 4422.75
20230829, 4440.75, 4509.5, 4438.75
20230830, 4509.0, 4530.75, 4501.5
20230831, 4527.75, 4539.75, 4513.0
