|DU6036902,BMW,STK,EUR,58,100.2898734|
|DU6036902,AAPL,STK,USD,146,176.5340418|
|DU6036902,SQHP,STK,GBP,0,0.0|
|DU6036902,SPQB,STK,EUR,0,0.0|
